"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"2004","GZ17XN21707","Dengue virus 2","2-Cosmopolitan","MK564476","10558","-N/A-",2017-08-08,"Human","Homo sapiens","China","genomic RNA",10558,0.959818181818182,">90%",2017-08-08,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","China+"
"2005","565-44DX3-193-Plasma","Dengue virus 1","1-I","MN912202","10176","-N/A-",2017-08-09,"Human","Homo sapiens","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2006","507-44DX3-193-P0-C1","Dengue virus 1","1-I","MN912203","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2007","508-44DX3-193-P0-C3","Dengue virus 1","1-I","MN912204","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2008","509-44DX3-193-P0-C5","Dengue virus 1","1-I","MN912205","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2009","510-44DX3-193-P0-C2","Dengue virus 1","1-I","MN912206","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2010","511-44DX3-193-P0-C4","Dengue virus 1","1-I","MN912207","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2011","512-44DX3-193-P0-C6","Dengue virus 1","1-I","MN912208","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2012","513-44DX3-193-P10-C1","Dengue virus 1","1-I","MN912209","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2013","515-44DX3-193-P10-C5","Dengue virus 1","1-I","MN912210","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2014","516-44DX3-193-P10-C2","Dengue virus 1","1-I","MN912211","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2015","517-44DX3-193-P10-C4","Dengue virus 1","1-I","MN912212","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2016","518-44DX3-193-P10-C6","Dengue virus 1","1-I","MN912213","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2017","568-44DX3-193-P15-C1","Dengue virus 1","1-I","MN912214","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2018","570-44DX3-193-P15-C5","Dengue virus 1","1-I","MN912215","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2019","571-44DX3-193-P15-C2","Dengue virus 1","1-I","MN912216","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2020","572-44DX3-193-P15-C4","Dengue virus 1","1-I","MN912217","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2021","573-44DX3-193-P15-C6","Dengue virus 1","1-I","MN912218","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2022","744-44DX3-193-P20-C1","Dengue virus 1","1-I","MN912219","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2023","587-44DX3-193-P20-C5","Dengue virus 1","1-I","MN912220","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2024","741-44DX3-193-P20-C2","Dengue virus 1","1-I","MN912221","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2025","742-44DX3-193-P20-C4","Dengue virus 1","1-I","MN912222","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2026","743-44DX3-193-P20-C6","Dengue virus 1","1-I","MN912223","10176","-N/A-",2017-08-09,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-09,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2027","MD_18_R4_DENV3_III_India","Dengue virus 3","3-III","MN253124","10541","-N/A-",2017-08-10,"Human","Homo sapiens","India","genomic RNA",10541,0.958272727272727,">90%",2017-08-10,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","India+"
"2028","GZ17XN22953","Dengue virus 2","2-Cosmopolitan","MK564483","10558","-N/A-",2017-08-11,"Human","Homo sapiens","China","genomic RNA",10558,0.959818181818182,">90%",2017-08-11,2017-08-06,2017-07-30,2017-07-30,2017-01-01,"Asia","China+"
"2029","2017XN23311","Dengue virus 1",NA,"MN933664","10701","-N/A-",2017-08-15,"Human","Homo sapiens","China","genomic RNA",10701,0.972818181818182,">90%",2017-08-15,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2030","523-44DX3-197-P0-C4","Dengue virus 1","1-I","MN912229","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2031","524-44DX3-197-P0-C6","Dengue virus 1","1-I","MN912230","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2032","525-44DX3-197-P10-C1","Dengue virus 1","1-I","MN912231","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2033","526-44DX3-197-P10-C3","Dengue virus 1","1-I","MN912232","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2034","527-44DX3-197-P10-C5","Dengue virus 1","1-I","MN912233","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2035","528-44DX3-197-P10-C2","Dengue virus 1","1-I","MN912234","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2036","529-44DX3-197-P10-C4","Dengue virus 1","1-I","MN912235","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2037","530-44DX3-197-P10-C6","Dengue virus 1","1-I","MN912236","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2038","574-44DX3-197-P15-C1","Dengue virus 1","1-I","MN912237","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2039","575-44DX3-197-P15-C3","Dengue virus 1","1-I","MN912238","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2040","576-44DX3-197-P15-C5","Dengue virus 1","1-I","MN912239","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2041","577-44DX3-197-P15-C2","Dengue virus 1","1-I","MN912240","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2042","578-44DX3-197-P15-C4","Dengue virus 1","1-I","MN912241","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2043","579-44DX3-197-P15-C6","Dengue virus 1","1-I","MN912242","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2044","591-44DX3-197-P20-C1","Dengue virus 1","1-I","MN912243","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2045","748-44DX3-197-P20-C3","Dengue virus 1","1-I","MN912244","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2046","593-44DX3-197-P20-C5","Dengue virus 1","1-I","MN912245","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2047","745-44DX3-197-P20-C2","Dengue virus 1","1-I","MN912246","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2048","746-44DX3-197-P20-C4","Dengue virus 1","1-I","MN912247","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2049","747-44DX3-197-P20-C6","Dengue virus 1","1-I","MN912248","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2050","566-44DX3-197-Plasma","Dengue virus 1","1-I","MN912224","10176","-N/A-",2017-08-16,"Human","Homo sapiens","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2051","521-44DX3-197-P0-C5","Dengue virus 1","1-I","MN912225","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2052","520-44DX3-197-P0-C3","Dengue virus 1","1-I","MN912226","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2053","519-44DX3-197-P0-C1","Dengue virus 1","1-I","MN912227","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2054","522-44DX3-197-P0-C2","Dengue virus 1","1-I","MN912228","10176","-N/A-",2017-08-16,"Mosquito","mosquito","Vietnam","genomic RNA",10176,0.925090909090909,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","Southeastern Asia"
"2055","D17090","Dengue virus 1",NA,"MN018306","10735","-N/A-",2017-08-16,"Human","Homo sapiens; Dengue fever patient","China","genomic RNA",10735,0.975909090909091,">90%",2017-08-16,2017-08-13,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2056","D17103","Dengue virus 1",NA,"MN018298","10735","-N/A-",2017-08-21,"Human","Homo sapiens; Dengue fever patient","China","genomic RNA",10735,0.975909090909091,">90%",2017-08-21,2017-08-20,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2057","SDJN127","Dengue virus","1-V","MN567692","10383","-N/A-",2017-08-26,"Human","Homo sapiens","China","genomic RNA",10383,0.943909090909091,">90%",2017-08-26,2017-08-20,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2058","SDJN152","Dengue virus","1-V","MN567693","10383","-N/A-",2017-08-26,"Human","Homo sapiens","China","genomic RNA",10383,0.943909090909091,">90%",2017-08-26,2017-08-20,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2059","SDJN207","Dengue virus","1-V","MN567694","10383","-N/A-",2017-08-26,"Human","Homo sapiens","China","genomic RNA",10383,0.943909090909091,">90%",2017-08-26,2017-08-20,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2060","SDJN221","Dengue virus","1-V","MN567695","10383","-N/A-",2017-08-26,"Human","Homo sapiens","China","genomic RNA",10383,0.943909090909091,">90%",2017-08-26,2017-08-20,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2061","SDJN226","Dengue virus","1-V","MN567696","10383","-N/A-",2017-08-26,"Human","Homo sapiens","China","genomic RNA",10383,0.943909090909091,">90%",2017-08-26,2017-08-20,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2062","SDJN737","Dengue virus","1-V","MN567697","10383","-N/A-",2017-08-26,"Human","Homo sapiens","China","genomic RNA",10383,0.943909090909091,">90%",2017-08-26,2017-08-20,2017-08-13,2017-07-30,2017-01-01,"Asia","China+"
"2063","D2/CN/HZ-1003/2017","Dengue virus 2","2-Cosmopolitan","MH110564","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2064","D2/CN/HZ-1312/2017","Dengue virus 2","2-Cosmopolitan","MH110565","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2065","D2/CN/HZ-1358/2017","Dengue virus 2","2-Cosmopolitan","MH110566","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2066","D2/CN/HZ-1431/2017","Dengue virus 2","2-Cosmopolitan","MH110567","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2067","D2/CN/HZ-1450/2017","Dengue virus 2","2-Cosmopolitan","MH110568","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2068","D2/CN/HZ-1469/2017","Dengue virus 2","2-Cosmopolitan","MH110569","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2069","D2/CN/HZ-1535/2017","Dengue virus 2","2-Cosmopolitan","MH110570","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2070","D2/CN/HZ-1536/2017","Dengue virus 2","2-Cosmopolitan","MH110571","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2071","D2/CN/HZ-1560/2017","Dengue virus 2","2-Cosmopolitan","MH110572","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2072","D2/CN/HZ-406-1/2017","Dengue virus 2","2-Cosmopolitan","MH110581","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2073","D2/CN/HZ-406-2/2017","Dengue virus 2","2-Cosmopolitan","MH110582","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2074","D2/CN/HZ-414/2017","Dengue virus 2","2-Cosmopolitan","MH110583","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2075","D2/CN/HZ-436/2017","Dengue virus 2","2-Cosmopolitan","MH110584","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2076","D2/CN/HZ-439/2017","Dengue virus 2","2-Cosmopolitan","MH110585","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2077","D2/CN/HZ-455/2017","Dengue virus 2","2-Cosmopolitan","MH110586","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2078","D2/CN/HZ-456/2017","Dengue virus 2","2-Cosmopolitan","MH110587","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2079","D2/CN/HZ-505/2017","Dengue virus 2","2-Cosmopolitan","MH110588","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2080","D2/CN/HZ-510/2017","Dengue virus 2","2-Cosmopolitan","MH110589","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2081","D2/CN/HZ-511/2017","Dengue virus 2","2-Cosmopolitan","MH110590","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2082","D2/CN/HZ-545/2017","Dengue virus 2","2-Cosmopolitan","MH110591","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2083","D2/CN/HZ-594/2017","Dengue virus 2","2-Cosmopolitan","MH110592","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2084","D2/CN/HZ-666/2017","Dengue virus 2","2-Cosmopolitan","MH110593","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2085","D2/CN/HZ-699/2017","Dengue virus 2","2-Cosmopolitan","MH110595","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2086","D2/CN/HZ-715/2017","Dengue virus 2","2-Cosmopolitan","MH110596","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2087","D2/CN/HZ-719/2017","Dengue virus 2","2-Cosmopolitan","MH110597","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2088","D2/CN/HZ-720/2017","Dengue virus 2","2-Cosmopolitan","MH110598","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2089","D2/CN/HZ-736/2017","Dengue virus 2","2-Cosmopolitan","MH110599","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2090","D2/CN/HZ-848/2017","Dengue virus 2","2-Cosmopolitan","MH110600","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2091","D2/CN/HZ-951/2017","Dengue virus 2","2-Cosmopolitan","MH110601","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2092","D2/CN/HZ-996/2017","Dengue virus 2","2-Cosmopolitan","MH110602","10176","-N/A-",2017-09-01,"Human","Homo sapiens","China","genomic RNA",10176,0.925090909090909,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2093","YCH_330_17consensus","Dengue virus 1","1-I","MW793679","10543","-N/A-",2017-09-01,"Human","Homo sapiens","Myanmar","genomic RNA",10543,0.958454545454545,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","Southeastern Asia"
"2094","YGH_56_17consensus","Dengue virus 1","1-I","MW793696","10543","-N/A-",2017-09-01,"Human","Homo sapiens","Myanmar","genomic RNA",10543,0.958454545454545,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","Southeastern Asia"
"2095","YGH_46_17consensus","Dengue virus 3",NA,"MW788878","10602","-N/A-",2017-09-01,"Human","Homo sapiens","Myanmar","genomic RNA",10602,0.963818181818182,">90%",2017-09-01,2017-08-27,2017-08-27,2017-08-27,2017-01-01,"Asia","Southeastern Asia"
"2096","09041/DENV-1/GZ/2017","Dengue virus 1",NA,"MG767211","10700","-N/A-",2017-09-04,"Human","Homo sapiens","China","genomic RNA",10700,0.972727272727273,">90%",2017-09-04,2017-09-03,2017-08-27,2017-08-27,2017-01-01,"Asia","China+"
"2097","FT_AJ_03_S55_R3","Dengue virus 2","2-Cosmopolitan","MK858116","10588","-N/A-",2017-09-06,"Human","Homo sapiens","India","genomic RNA",10588,0.962545454545455,">90%",2017-09-06,2017-09-03,2017-08-27,2017-08-27,2017-01-01,"Asia","India+"
"2098","FT_AJ_04_S61_R3","Dengue virus 2","2-Cosmopolitan","MK858115","10503","-N/A-",2017-09-08,"Human","Homo sapiens","India","genomic RNA",10503,0.954818181818182,">90%",2017-09-08,2017-09-03,2017-08-27,2017-08-27,2017-01-01,"Asia","India+"
"2099","FT_AJ_06_S62_R3","Dengue virus 2","2-Cosmopolitan","MK858114","10574","-N/A-",2017-09-10,"Human","Homo sapiens","India","genomic RNA",10574,0.961272727272727,">90%",2017-09-10,2017-09-10,2017-09-10,2017-08-27,2017-01-01,"Asia","India+"
"2100","17XN25491 D4 FULL myanmar","Dengue virus 4","4-I","MW295825","10426","-N/A-",2017-09-11,"Human","Homo sapiens","China","genomic RNA",10426,0.947818181818182,">90%",2017-09-11,2017-09-10,2017-09-10,2017-08-27,2017-01-01,"Asia","China+"
"2101","17XN25491_D4_MMR","Dengue virus 4","4-I","ON891146","10386","-N/A-",2017-09-11,"Human","Homo sapiens","Myanmar","genomic RNA",10386,0.944181818181818,">90%",2017-09-11,2017-09-10,2017-09-10,2017-08-27,2017-01-01,"Asia","Southeastern Asia"
"2102","D4_17XN25491","Dengue virus 4","4-I","ON908246","10370","-N/A-",2017-09-11,"Human","Homo sapiens","Myanmar","genomic RNA",10370,0.942727272727273,">90%",2017-09-11,2017-09-10,2017-09-10,2017-08-27,2017-01-01,"Asia","Southeastern Asia"
